place,lng,lat
Graham Foundation for Advanced Studies in the Fine Arts,-87.62918799999994,41.90968600000008
Alexander Hamilton Monument,-87.63586203923256,41.919666990600376
pH Comedy Theater,-87.66858661943863,41.9779465870392
Thirty Five E Wacker,-87.62678401899839,41.886518994293425
Comfort Station,-87.70630123300438,41.92858545
Bust Of Sir George Solti,-87.61909898725297,41.88388900453407
Chicago Women's Park & Gardens,-87.62226999999996,41.85681000000005
Redmoon Theater,-87.6424669789348,41.85324501798175
Gallagher Way,-87.65702425417759,41.94796060628889
Holtschneider Performance Center,-87.64940478168896,41.92445275
Raven Theatre,-87.66952554333417,41.99417055
All Saints - St Anthony,-87.64097298851281,41.842976013125366
ETA Creative Arts Foundation,-87.5939436359157,41.75708065
The Dance Center-Columbia College Chicago,-87.62411999999995,41.865530000000035
Congress Theater,-87.69232597560264,41.920576007999756
National Archives at Chicago,-87.72304900350191,41.75828501198362
Steep Theatre Co,-87.65867703576096,41.978092706018295
Anshe Emet Synagogue,-87.64840799999996,41.950893000000065
Cooking & Hospitality Institute of Chicago,-87.63749999999999,41.89812000000006
Fred Anderson Dog Park,-87.6255530691311,41.85968269141575
Filament Theatre,-87.7487011,41.9544303
Douglas Dawson Gallery,-87.62489901279328,41.87859998172084
DePaul University Merle Reskin Theatre,-87.62517999999994,41.87315000000007
"St. Therese Chinese Catholic Church, Chicago",-87.63259436501059,41.8516235
First Lutheran Church of the Trinity,-87.64313399999998,41.837803000000065
Newcity,-87.64781799999997,41.90939300000008
Freedom Wall,-87.63666997087964,41.894534985485734
Noble Fool Theater,-87.6284609863667,41.88462300779514
Lake Effect Brewing Company,-87.74586099999999,41.96010200000006
MontBlanc,-87.89758202056288,41.97965798991717
Grave of Andreas Von Zirngibl,-87.63244999999995,41.884250000000065
The Chicago Sketch Comedy Festival,-87.66001499614678,41.93956399426776
Greene Vardiman Black Statue,-87.62794424689883,41.911186063567364
West Side Grounds,-87.67374002732045,41.87148999044274
Mana Contemporary,-87.65806402436367,41.850983999600174
Jean Baptiste Point Du Sable Homesite,-87.62297695857612,41.88961300621256
St Adalbert Church,-87.66782801955371,41.859091018260955
Polish Triangle,-87.66721838682122,41.90364875
Oakley,-87.89758202056288,41.97965798991717
Foodseum,-87.62936855605514,41.88348852513318
Woman Made Gallery,-87.65083102865648,41.85303999663006
Erwin Pearl,-87.89758202056288,41.97965798991717
About Face Theater,-87.66024801305507,41.93956101869213
Gage Gallery,-87.62546199999997,41.87633100000005
"Illinois Artisans, Chicago",-87.63197803293913,41.88486700499658
St. Volodymyr Cathedral,-87.68422899999996,41.900630000000035
Brookstone,-87.89758202056288,41.97965798991717
Explore and Much More,-87.66386396608495,41.95152798758426
Barbara's Bookstore,-87.89758202056288,41.97965798991717
The Leigh Gallery,-87.64932999999996,41.94210000000004
Jay Robert's Antique Warehouse,-87.63303901424307,41.88889999961896
Illinois Institute of Technology Main Building and Machinery Hall,-87.62886999999995,41.83422000000007
George Wellington “Cap’n” Streeter,-87.617911,41.8919946
Holy Innocents Church,-87.66559999999998,41.895380000000046
Sunglass Hut,-87.89758202056288,41.97965798991717
Day Frog,-87.6214750053461,41.89397201495896
Hyde Park Chamber of Commerce,-87.58334999999994,41.79520000000008
Chicago Center for the Performing Arts,-87.64883671115332,41.895067863264536
Monument to the Great Northern Migration,-87.6177184900723,41.845418671538944
Remy Bumppo Theatre Company,-87.64536401612934,41.92332900218821
Galleria 1712,-87.67067401095791,41.91080698366781
Ballet Chicago,-87.62658302096025,41.87886899890324
Lake View Presbyterian Church,-87.64777491701203,41.9475812
Galerie F,-87.69972803429688,41.92458201289389
HBTV Hearty Boys,-87.64932396246554,41.952244011663026
Bob Newhart Statue,-87.60873999999995,41.891504000000054
Architech Gallery,-87.63599497621692,41.89585098619381
Under The Gun Theater,-87.653722328637,41.94451085218273
Shrine of our Lady of Pompeii,-87.65811999999994,41.87243600000005
The Blue Theatre,-87.6720529667066,41.98257381977895
Burnham Greenway,-87.54425499999996,41.653680000000065
Senior Citizen Memorial Playlot Park,-87.685595379214,41.92258150239239
Museum of Private Art Collections: Featuring the Work of Dali and Lamb,-87.61630102415397,41.89080399083477
Storefront Theater,-87.6255101,41.8848116
Albany Park Theater Project,-87.72242842256321,41.97400195
The Spice House,-87.63494033939628,41.909576650000005
Room X Escape,-87.63416000997375,41.884113010896414
Unabridged Books,-87.64418099999995,41.941635000000076
Hamilton,-87.62834228686002,41.880806408033
Chicago Transit Authority - CTA,-87.63393999999994,41.878640000000075
Glessner House Museum,-87.62132999999994,41.857890000000054
Chicago History Museum,-87.63151401149003,41.911990349999996
