place,lng,lat
75 1/2 Bedford Street,-74.00494351747527,40.731402481125116
Sara D Roosevelt Park,-73.99459000862883,40.71572499383042
Daryl Roth Theatre,-73.98950999999994,40.73520000000008
The Davenport Theatre,-73.99053823854334,40.7599681153707
Group of Bears Statue,-73.95517999999998,40.77718500000003
Asphalt Green,-73.9438725594847,40.7791392
Riverbank State Park,-73.95502999999997,40.82704000000007
Attractions4Us New York City,-74.01412022021326,40.70339332833112
Masjid Malcolm Shabazz Mosque,-73.95009999999996,40.80217000000005
Turtle Pond,-73.95895480599805,40.79648468040954
Church of the Ascension,-73.99549001548229,40.73344002046318
Cooper Union Foundation Building,-73.98908999999998,40.73236000000003
Museo de la Estatua de la Libertad,-74.04444999999998,40.68925000000007
"Machpelah Cemetery, site of Houdini's grave",-73.88447599999995,40.69341500000007
Holy Innocents Church,-73.98828699999996,40.75222800000006
Church of St. Francis Xavier,-73.98193002398216,40.67045001809973
26th Street Flea Market,-73.98800003062375,40.74949999840442
53rd Street Public Library,-73.97707170526361,40.760831325669216
One Chase Manhattan Plaza,-74.00992999999994,40.70756000000006
Dante Park,-73.98262999999997,40.77568000000008
Nuyorican Poet's Cafe,-73.98181199999993,40.721966000000066
Miriam and Ira D. Wallach Art Gallery,-73.96012173684319,40.80842590928469
The Studio Museum in Harlem,-73.947616,40.8084179
Carnegie Hill,-73.95433948093762,40.783690368190264
Lady Liberty,-73.97050004171696,40.764840012772396
Merkin Concert Hall,-73.98306999999994,40.77507000000003
Aqueduct Race Track,-73.82885995964932,40.67769998716082
John Jay Park,-73.96080499999994,40.77505000000008
Stephen A. Schwarzman Building,-73.98088002297136,40.75348001939872
The Africa Center,-73.9493338,40.7963422
Tribeca Film Festival,-74.01023999999995,40.71963000000005
Arcadia Earth,-73.99352806340602,40.72905955404465
Mickey The True Original Exhibition,-74.0079531451005,40.74236154969857
New York City Aids Memorial,-74.00100399999997,40.737077000000056
Holy Cross Church,-73.99116811143344,40.75814825
Grolier Club,-73.97046987310259,40.76408262395609
Roosevelt Island Historical Society Visitor Center Kiosk,-73.95552476437352,40.75682672257853
The San Remo,-73.97496746576437,40.77800275
American Irish Historical Society,-73.96303998025276,40.777820018482316
Fort Schuyler,-73.79219898852217,40.80555511661002
Pearl River,-74.00031480658814,40.721476781517964
Strivers' Row,-73.94541999999996,40.80788000000007
The Art Students League of New York,-73.98078706766515,40.76601867599692
Poster House,-73.99333646650419,40.7435881
Joker Stairs,-73.9236054,40.8357962
Beresford,-73.9716223,40.7824621
Wagner Cove,-73.97661816154749,40.7765001505299
Christ Church,-73.97004431764131,40.76395090239308
Citicorp Center,-73.97062999999997,40.75884000000008
America's Response Monument,-74.00879867922778,40.74284485050821
Astor Place,-73.99193563346653,40.72945935
Fantasy Forest Amusement Park at the Flushing Meadows Carousel,-73.85080998477098,40.742210005755624
National Park Service - Information Center on Liberty Island,-74.01423444504617,40.70259729129346
Throgs Neck Bridge,-73.7985168,40.8165053
Barrymore Theater,-73.98627999999997,40.759930000000054
New York City Opera,-73.98380199999997,40.77178600000008
"New Era Factory Outlet, Inc.",-73.99107599999996,40.71697900000004
Church of Our Lady of Guadalupe,-74.0040030116234,40.740214442247634
Ancient Playground,-73.95517999999998,40.77718500000003
Guardians Superhero Sculptures,-73.9846056112948,40.75453697738914
Life Underground,-73.98173003177239,40.66272999190852
The New York Mosque,-73.94870818310822,40.78542751762336
Ukrainian Museum,-73.98964999999998,40.727850000000046
Pier 34,-74.01040980592387,40.72974883589161
2120: An Art Experience at Portion Gallery,-73.97811374346638,40.7868115374757
Theodore Roosevelt Park,-73.9727823501326,40.78135672061768
Institute for the Study of the Ancient World,-73.96031121463011,40.77982859512201
Soldiers' and Sailors Monument New York,-73.97848206670314,40.791766662968996
New York Society Library,-73.96147707839293,40.77633025
St. Jean Baptiste Roman Catholic Church,-73.95950088927499,40.77255442308848
Peace Fountain - Friedensbrunnen,-73.96257847266392,40.804116772862216
City Cinema 123,-73.96611722836556,40.761888116021595
China Institute,-74.01479399999994,40.708676000000025
De Witt Clinton Park,-73.99372000898873,40.767129990629456
Italian American Museum,-73.9974606,40.7192537
National Academy of Design Museum,-73.95829303686929,40.7834834
Christopher Columbus Statue,-73.98234546217644,40.768239422611536
Alexander Hamilton Statue,-73.86588429119378,40.70492006601186
Inwood Park,-73.92344998844129,40.86870000738125
Ralph Bunche Park,-73.97858002874003,40.75253998895761
79th Street Boat Basin,-73.98423999999994,40.78565000000003
The Ansonia,-73.98237216168238,40.780121199999996
Skirball Center for the Performing Arts at NYU,-74.00711999999999,40.714540000000056
The Chanin Building,-73.97634999999997,40.75159000000008
I Heart Radio Theater,-74.00518999999997,40.72007000000008
The Northern Dispensary,-74.00118999999995,40.733700000000056
Church of the Holy Trinity,-73.94952519115756,40.77834545
Port Authority Bus Terminal,-73.99144798043295,40.7568349
Castle Williams,-74.01335999999998,40.691850000000045
Sperone Westwater,-73.99259365125786,40.7231582
The Broken Kilometer,-74.0021462,40.7240871
Foxwoods Theater,-73.98730047698473,40.75696165243022
Logos Bookstore,-73.94850999999994,40.77449500000006
New York Grand Opera,-73.98343231248829,40.76434019988605
Canyon of Heroes,-74.00767001044362,40.71252000551323
Grey Art Gallery NYU,-73.99582999999996,40.73043000000007
William Cullen Bryant Statue,-73.98088002297136,40.75348001939872
The Lowline Lab,-73.9871726529613,40.7202146345378
Greater Zion Hill Baptist Church,-73.95056599999998,40.81143600000007
Giuseppe Garibaldi Statue,-73.9773949952691,40.699774986458834
Larry's Freewheeling,-73.95835793295798,40.80099099353001
